km,price
18948.241112463576,67091.13989023717
7727.226425382216,88613.75787420996
7468.669403783178,74590.78997375366
6609.97449469228,96718.71146936958
12327.190320947482,91465.48476655284
4259.511343319719,78241.81435118738
1363.5255364956447,93001.99368827399
11036.755839815738,93219.16153999975
8958.276027885493,93964.7344216596
10962.166704744097,194533.2253562694
17210.014555160713,89065.49806541477
9711.324703462189,83845.87179607965
10959.747286682825,39778.82208544584
4023.682948747037,66497.49008778927
21319.231710876888,86892.62283934325
8730.403681034417,109584.9702332584
23983.42325113962,72659.66620842271
35850.13929829904,79900.1357588437
17526.695508421195,77608.75645145016
34541.65689703236,140973.44719484367
13012.281764583411,68101.01232065502
35804.39011285578,99659.65761862436
36710.932287965246,65127.5758381623
31010.146096003522,87776.46837024954
45629.24993432557,46950.02590650313
28905.201620765467,70537.99574065587
28606.03598560336,87297.73855569115
33349.42683253447,83263.96032828174
16297.284940738635,88871.80923081184
36412.92014210416,71589.70776549801
22708.942345288804,66104.49179910582
8758.643007941027,77468.74426333525
19036.173123499328,122612.55649361588
32324.055324892128,68091.08448058701
34883.611459715394,86980.2005036621
29857.00208497748,85583.61815010385
49170.18728280119,79483.53271639517
25284.781418167375,62211.86164907737
30085.09638637869,66610.17318500418
32596.284534056897,80581.54730407134
24636.345313958896,153139.71851648216
34827.04221678979,66151.52577813408
21985.07068659889,57314.37618590443
33038.45760249835,63657.23994872632
47353.19868395486,68027.08832041988
38764.91221519752,78443.01500465548
12249.833712624357,70648.71699036795
17533.62792256167,58818.069438359715
19296.154786227038,64730.44213160164
16020.70624657832,109332.54914569194
19408.238010619752,104924.48822181224
17558.14698177357,68927.83562313966
21713.526522675595,48858.531314651686
18370.04810195003,139793.0057234644
12762.3100756731,72694.72556143896
19059.83054066061,69899.29562572893
11215.848102988473,81400.86186363763
26234.25915585513,50781.26252727284
29713.30222083456,65253.458368895124
14854.072300962816,57711.10096598011
20079.626486803565,76525.21188839567
33715.82702432803,76228.75211241482
36776.28074678067,62284.23002900484
24458.315412884516,39679.19165890774
21741.117442970826,100806.0032698531
22608.12088643036,102923.18250680773
21216.51900407274,65693.26051803485
24094.70778546365,129129.21729131983
25411.008858504054,95219.21066294775
15722.481398576227,106688.92863883049
28832.940098256877,84231.62346282662
22873.613028923864,75805.5423037424
32149.796297564193,60742.7250377894
24458.785609397528,69232.0851065994
27767.816542192242,110157.61407402446
30830.840108373075,45276.88580540665
13520.707463647297,91999.72776255864
49596.869819834545,114975.00278063412
27125.375107272394,89221.23352529504
27611.60114800787,147216.05383337176
17835.579810394815,120245.12135665274
35602.35316604094,105322.58868579888
29012.684774815938,65999.34655061168
46139.47300158038,72941.53207258687
29737.120059196775,118766.86099586607
44683.78502670805,83147.5045585045
31358.30426213065,87947.79121941119
26614.733263236754,85770.8778278165
26257.85396312503,80334.30028557818
33711.146582417205,65478.21367283423
28236.028717416593,46764.326622322624
19872.397195445592,82642.52869747937
29208.702968865102,94430.42729941513
29241.88773104499,56232.147272243565
25987.86337427236,78363.5828485057
75167.27502230226,42011.96411202476
34785.656468449764,87581.5427279678
30153.08948244304,77402.2000354316
41726.88663068059,40102.10097894477
33850.50700135444,74960.02849996588
22397.98736754618,96342.08148912614
28154.07337298461,82830.99822936913
42084.63205016535,76765.50081756937
41121.139168784764,79081.46790988544
45245.26039930248,74476.1997582187
30102.49389713709,85918.90265433925
39997.04512341329,54582.445246900636
48100.57180803594,30549.04822287656
36640.9596593449,98068.48448665548
33927.84856644295,126678.502076698
37597.615034796116,88215.9895001936
32934.994675831746,50937.729093720955
28101.979000373056,114066.98010775511
44805.0539449429,59042.42512609777
40699.06186030694,84327.07795995926
31980.757113765994,92168.0682514118
43690.6606554202,93869.24269235432
39498.75030058809,80478.26023584178
45776.49043945094,95957.8717217437
57340.36811992254,46607.84119535168
46551.60578523595,114146.34844268567
38779.87573895851,72983.16547713515
39169.72344349687,130012.84665996522
35039.13437127976,77010.68666447607
44997.05477877061,68650.43251489938
41135.25789599112,89409.04230216406
38129.40680874231,92242.22662898437
37203.43407665692,74506.59422445824
44550.2571057147,97292.29037626945
36869.170284859894,86790.61626939605
48600.917934086596,41491.783935967505
51080.02644099307,89563.56031054005
37567.25663213714,81299.09343755576
39408.85498082162,79738.3898262081
50780.78769897578,64844.83965284526
55471.3120065871,41431.136697748334
44701.5038269202,82990.2518061044
42511.11128270572,76580.86311018113
41148.437920421035,94170.99330191754
47583.20939672809,71499.17510365366
45412.87470730657,55041.15388915826
54926.905059457524,106774.59044521282
46336.79715969222,81886.18859871649
48071.3868481808,46025.08995315051
40349.14383916146,83331.94517494625
57669.2955584155,100496.49793344742
64152.90993871905,86834.70573463954
54047.34423120225,68539.19229065327
48572.812224155874,71519.03312274894
71542.29672635562,95518.88823700542
60319.71903543335,81049.20139129911
53242.37338047417,92915.32098929543
43707.60426891196,80644.18015965358
53643.08870812772,75920.6310233893
52947.160818669094,75778.8708979848
57302.294700872466,68179.11074853994
40753.081256252095,46847.30394511038
43577.714419719574,88463.52769887308
64238.67375886764,70090.40379283071
59784.754904774454,100371.3932187169
44411.83521048924,41926.03195276584
41954.08633255343,49296.156900805625
63008.50627416788,102621.69982271706
45096.87487799815,93907.32651832141
47607.53294477839,49208.136761249654
71328.24396931221,115872.27763036032
69239.58400031128,46354.89091228499
64897.28832248205,80862.29787732002
61428.89469912924,79300.86307227946
126966.86012422838,72553.4629113642
65140.45595279837,40783.12690932772
79751.545412281,63215.30972179384
122149.85091645963,168532.50317648257
60916.463037797,138656.094339239
68540.15295977372,90942.44929063377
56302.064352031266,89065.4341117795
65847.21980348336,89853.40306725183
44647.170758689615,26979.177461749296
62545.61676115487,73780.06983082698
50446.719058102644,51534.229485815405
52307.88877576748,20115.011601421058
69138.61943486311,8342.573795847755
54399.37970979985,30809.74785331032
54707.782749604514,85727.39093009025
62001.48167745926,82882.61717950786
68607.44909794442,47682.99129020264
67577.86911549383,70851.68173316297
52975.291683442614,40080.279454035175
65135.731594697725,41219.82465505827
74779.0973219385,56378.354940236924
54209.87594487154,61631.62091947065
56433.86019054004,83518.63649903204
62219.76903748129,42191.558183071436
59164.98595518979,90988.21701478366
59287.18035362429,51660.91300629698
51747.90427769891,63773.059400576385
51109.52629038879,76367.47655638437
56935.41681973791,80020.62414555742
65499.12992266764,45624.603811937865
64241.40278020847,75330.28892495355
75881.11046076322,67235.912123032
70227.1574071263,66244.87760691896
71592.96270896072,55538.84131399539
64141.21169517154,67885.2715818166
68039.39724783445,53359.80897717533
60795.56742563406,76378.17138991877
69922.71675251638,35490.56089554152
65967.77221250092,76563.10353919958
62984.1431465947,75002.72923345973
65392.80939326815,61456.02633561874
62615.223610683424,59147.94750788896
67061.3600942395,85759.18961994385
62412.07392882597,59668.767832918595
59101.20974139308,63353.44510389393
68341.96233230802,95378.1226967223
72370.50578971015,69983.31649052711
85583.9643812422,76668.7609199193
83486.84461821264,66571.80714924727
70929.2728125384,72442.5917058985
67312.11288765274,62221.73258494181
63696.040690855116,66785.24119085608
66958.17653141149,67747.84511626691
67923.22071952879,89143.29696926216
69946.48537402196,62716.79440168408
71709.4135165237,47766.73327741018
74408.15518080801,68670.99367302266
67430.20635170257,58383.47243407759
62473.31586354948,70083.00767516054
56302.525750929846,35244.29881538332
77385.7489912537,48047.3590505964
73564.11388680957,53537.98173380916
70901.45483303498,38024.36615326539
76266.94320970819,66221.88191207264
76870.52879983322,61384.258329169206
81106.15711038877,36241.314912157635
70787.83236662849,65524.25392127828
70926.96561986531,28773.6108417773
81267.51785268822,83996.4310289628
87609.11661943875,73354.64635257902
75955.33197778389,76477.08974592193
75214.40068435683,71121.00552751112
62373.32047238036,68324.5011962048
77262.67467923992,53330.17436415392
80266.79947335263,44850.03050271743
87511.04145847389,48733.313810402164
77172.44235175353,52678.62818487026
72079.37749022625,63986.311940729676
78494.00845606718,84421.77050310018
74340.54537069297,62090.72769654974
79244.19416636662,37017.297652258436
81758.09458497219,35871.34443915916
84737.13238124888,37093.06412009901
77700.78073418596,86642.45812154701
63577.24855415801,60648.981714525726
85671.5753794248,78259.20184871851
90091.34602530584,61154.072721134464
61072.23528345238,54955.5933944376
73339.82671892953,43867.33336970517
85110.0970181988,44038.81437733186
90680.74563373072,62023.178280796594
83176.74213643163,44218.890117641335
65559.11708239555,60923.44531575103
85273.73875536793,70845.77935477457
50431.49401781419,66837.21621255914
82862.5194748047,53633.43572381851
93255.70249871605,58165.04505430948
72968.23584025445,33242.092867811094
85985.17458813447,76321.44993442603
75015.13294945433,54771.18336701469
124273.16153313457,70783.85941228029
41005.665880690605,64920.870310959566
89440.95719567833,50060.17008482588
101280.06768061,59774.87418140834
90667.62428291627,84558.67715177409
92133.630513305,69109.89139669196
110335.63551847976,50761.80434162747
109358.66104375831,58934.13663811559
104414.82147270371,36036.25634852756
114577.74755380765,84871.86952711013
100201.81393961686,42010.38102230811
92113.75876760502,50641.110879976026
94120.06614364669,55935.42519423174
99125.9587831894,84772.81172319407
97731.57267489778,33183.6337113506
64893.705821464486,69827.86525196907
89992.15781573465,70266.7383057311
85799.3160860133,60839.61911554691
90634.97124084157,68228.32590590462
86077.58514377479,62981.08342414201
79357.15977984636,73702.17049012455
93072.27548874744,81848.49036223677
100742.00488482528,37974.580897541775
91514.59638270228,38756.75235012018
93916.35052286714,39902.85932670739
86678.54193828047,52628.88820366498
90875.22456372804,58616.65466031368
85060.78526344534,69825.47277196734
96040.26716339805,57627.9654617635
91501.55275676008,72116.20251545846
82980.85271285281,41421.37747017733
94051.43683790312,58525.71681450666
81410.04424959334,61709.99429043002
95250.57418531626,62204.44722037492
87165.02472566544,47931.11502697061
102631.71355875632,57994.836940150184
90377.04283925299,51625.76746041212
96953.16730006007,58334.31210021304
109874.7940071717,18111.913318161416
113977.49944345657,62147.21293046256
96634.0358068258,50135.487237430054
109844.2160525587,79857.45921029267
87158.94637893033,32338.807258013738
96553.46571290391,77215.38872830432
104067.02086469307,87269.33762410081
96114.6474250789,80623.6922940652
91942.23246334789,80650.23832790568
106113.5972973201,72346.84057830578
116536.37338699418,61908.8703717697
104847.459531405,44166.30100963796
100184.67937285248,82278.92969155483
106453.84777378727,50248.94676902663
88797.80765873204,63078.32275584557
102318.38009546694,65091.50839609231
104551.71798081066,83432.09640460869
111413.44088454309,79282.56684755642
105620.87865070258,81653.80132109886
111657.51855020577,34108.41915853934
107149.02325317553,34061.319050047416
93295.475169315,50614.01294437884
106599.93898975862,59442.39480492956
92811.14302763327,149283.87767883664
100606.70821593309,25660.997197581317
113027.74737810808,87800.29670750274
95975.59702634253,52882.34712461099
102442.96899718765,135124.35594455156
103371.87865106607,83168.41180253893
95117.32137168162,66979.42526095004
108232.51153575281,11190.387650917735
114605.01153653332,40040.168175962564
97085.112778395,61455.28740078194
106016.65819157183,62285.727769781886
112601.717959543,57980.02357717895
116594.17909961598,81770.64010702237
101857.82367740985,26983.557766229453
113915.05316929941,30385.819319471793
104037.9773886958,27907.68873317346
120688.63588033532,19797.263004924796
106013.11275224545,38805.273369418755
109259.863837442,34483.626607366066
118233.80848736461,64120.84801571756
122997.52269371884,44166.09509817864
100953.09572836985,61597.20715596496
103089.1689294576,38770.049448575446
110802.88785054274,77495.6161898503
108567.44552495732,61974.437863092244
107968.94647314622,50719.68018501736
92287.24991773233,38656.511054547664
110264.90205827686,23068.363183251906
45075.761274854514,63191.46173054999
130669.40761028026,53626.29322428863
116768.62791368221,37544.790630887976
112226.20284919215,6699.22501747826
125458.68408346665,39601.10925603094
97963.62965240897,27209.71620634369
127631.06008033098,34094.93675801233
112163.71810550269,41037.03887732626
118972.18227880199,47294.51043723443
115041.77910464523,46260.561577045446
110070.60047953785,50289.19342246687
132646.4518354086,61445.90682650152
130939.02461986852,40254.82748573992
125465.2748320102,78368.01960533425
139421.90241626656,40654.833949636195
122734.55204492527,32037.306348145547
159127.34379303493,49272.7475150322
159518.21850896586,65464.44386388655
152506.09493438984,58411.812913367576
149071.87111410347,72260.28952920073
131654.29752474697,48854.76136182143
109610.31230157973,61084.35420582823
137054.0078900809,30158.635161128055
136682.55671809104,70753.82694576433
120465.31496814695,52131.24781899419
121393.99796616098,45460.89682054985
120298.97962998576,44820.09092591195
117051.65689189937,35995.60712589197
122761.19407011742,90241.29549055961
120748.82020989436,48357.20493487483
126730.67264972646,75581.20730955036
121470.16993203705,58241.34541666157
138323.3625037963,78386.40659655503
128133.32702297394,33503.252022444
126749.57644216744,16894.877631197614
109404.69282183725,38901.756445757295
103186.34806697648,34673.38661900936
108989.3321209333,73255.67902687717
116102.05757035437,59028.69819700025
135230.04787089204,47393.272059873336
119077.20120750289,39057.87831710917
121013.12484898961,53811.52396889663
127283.49191993345,2569.4774266620298
159203.42547896304,40132.1026813085
104140.99055937098,45331.76865348971
149087.3245720138,44505.33502768208
125020.60439295431,53654.716067464615
111802.90397299884,42165.34834447981
137343.23898555106,62473.29248952636
125499.14449081519,50785.35419538539
127850.86225242294,43872.350368568936
124853.37064789307,25548.030913368886
136439.80257812064,127949.36778872732
125292.41217308666,38981.55842322766
133092.086752752,33734.745192367045
137849.5378206818,68279.34293588129
137356.684661932,64349.37898048342
131435.3533483371,80654.18461470194
114042.00950548053,59082.68642475075
132586.5378301456,46399.18412021943
133085.99227479583,59280.90629421079
133659.14173035778,54092.39334802162
122799.63493083589,52747.09842885425
127442.39449011858,40008.575462644396
134577.79448843654,23298.42467668582
130589.66208167089,42761.64954654923
176971.48618058796,36263.8685410039
140460.2721512391,57476.60757528687
134241.96590817196,61970.942307111145
137345.66286438808,78142.38184889144
158570.86651955167,51379.08271318828
151101.01821140444,42208.11278578607
161831.27456653252,62654.00130773032
153126.26286542698,59087.837289047784
138912.73096948364,58753.250095137155
147880.31389208877,28160.307016258543
162341.7442774664,37343.47937790598
148091.02726153392,28927.0134047916
152568.55268076173,58889.968794065884
116095.72312017802,62299.034636710785
145271.62256763893,64628.89503311681
134654.42707310384,55544.42375211034
131538.76579569964,35044.52023057525
136802.71119951544,57124.414499663035
146979.6672272263,78794.01396078058
140998.3416827884,30593.550299833478
151676.5116598739,27684.645856378585
130174.38683620992,60201.681540527556
127799.14153584963,49938.47915449452
139674.25983527378,44959.07230940012
146358.50358823474,36773.114977565754
185126.8071457255,70728.6803536048
131618.99912506744,59918.94888909122
154225.2536540962,48056.64555328085
169233.72287880912,51334.31932491574
144374.72620940424,47504.87674170017
150404.76546764816,29787.09110079783
146607.84009640993,43124.4702635069
134416.60242145116,23250.805215219953
145816.544018704,49740.96910177567
141093.10896579357,23120.856358702586
141937.4476398819,63486.564188053424
145082.3976695201,61897.72069290331
156745.81024264055,24264.97882576154
151159.17656889703,52776.80324853225
142729.03095955748,42781.657879420345
144381.35104057362,31062.890990923886
141851.3466019261,112541.80167825759
147080.81218914903,66389.21124755527
148252.83040470327,55164.86719134139
140215.7287905595,36057.53651919387
150073.60041172078,79166.40429064118
148467.57008894027,58908.99562014724
138320.58079509882,38442.10089493113
158025.81216488458,57325.57744559913
159596.67090483854,38095.20981045521
154096.56763182604,48806.78552323992
155078.62484181227,37431.05235513634
145500.50670281795,67241.29411611133
146461.0266188506,41507.853564279205
149433.67688467173,60410.05298988233
158672.84034170132,5278.21983719791
148089.13297888654,49467.96813361529
146901.52258838562,16866.90725309714
133933.10815240061,99093.05197089017
